SITEVISITID,DEPTH_BIN,SITE,OBS_YEAR,DATE_,new_MIN_DEPTH_M,new_MAX_DEPTH_M,LONGITUDE_LOV,LATITUDE_LOV,DEPTH,PESP,CCAH,CCAR,Acanthuridae,Scaridae,Browser,Concealed cropper,Cropper,Excavator,Scraper,ISLAND,SEC_NAME
3165,Shallow,HAW-00111,2010,10/12/2010,4,4,-155.8781193,19.93578823,4,0,1.060070671,0,3.791824685,3.942771871,1.263009393,0,1.61977717,0,3.942771871,Hawaii,HAW_KONA
3140,Mid,HAW-00136,2010,10/10/2010,12,12,-154.9769788,19.66447676,12,0,17.64705882,2.573529412,3.238871671,1.867455417,0.012505856,0,0.603449562,0,1.854949561,Hawaii,HAW_PUNA
3170,Deep,HAW-00138,2010,10/13/2010,20,27,-155.9163557,19.10705287,23.5,0,12.63537906,0,10.07458603,3.575468947,2.490728939,0,0.249044761,0,3.575468947,Hawaii,HAW_KONA
5936,Deep,HAW-01402,2013,8/3/2013,20.11581835,22.24931423,-155.75785,20.2405,21.18256629,0,2.409638554,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_HAMAKUA
5937,Mid,HAW-01411,2013,8/3/2013,NA,12.80097531,-155.7517892,20.23514229,12.80097531,0,3.65448505,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_HAMAKUA
5939,Mid,HAW-01448,2013,8/3/2013,12.80097531,13.71533069,-155.7918375,20.25085609,13.258153,0,1.384083045,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_HAMAKUA
3123,Deep,HAW-00146,2010,10/8/2010,22,22,-155.7513162,20.23945042,22,0,3.780068729,0.343642612,9.184249002,4.500469278,0.380539462,0,0.332107179,0,4.500469278,Hawaii,HAW_HAMAKUA
5938,Mid,HAW-01468,2013,8/3/2013,NA,6.400487656,-155.8900548,20.24428267,6.400487656,0,2.341137124,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_HAMAKUA
5942,Shallow,HAW-01476,2013,8/3/2013,5.486132277,6.09570253,-155.8629675,20.26737649,5.790917404,0,3.886925795,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_HAMAKUA
5947,Deep,HAW-01487,2013,8/4/2013,22.55409936,23.46845474,-155.9173019,19.14996377,23.01127705,0,10.79136691,3.597122302,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_KONA
6015,Deep,HAW-01488,2013,8/8/2013,18.28710759,20.42060347,-155.8532859,20.06308017,19.35385553,0.381679389,2.290076336,0.763358779,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_KONA
3122,Mid,HAW-00150,2010,10/8/2010,9,11,-155.7512105,20.23244122,10,0,4,1.818181818,7.256767314,1.009732416,2.058652815,0,0.503973749,0,1.009732416,Hawaii,HAW_HAMAKUA
3163,Mid,HAW-00153,2010,10/12/2010,8,8,-155.8444195,20.05506028,8,0,4.633204633,0.386100386,7.163593987,6.905765564,1.959946505,0.774125601,1.404681919,0,5.332435157,Hawaii,HAW_KONA
6016,Mid,HAW-01540,2013,8/8/2013,14.62968607,15.54404145,-155.8331828,20.00323883,15.08686376,0,11.40684411,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_KONA
5948,Mid,HAW-01566,2013,8/4/2013,13.41054557,13.41054557,-155.9154834,19.16065933,13.41054557,0,4.152249135,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_KONA
6017,Shallow,HAW-01579,2013,8/8/2013,2.438281012,5.18134715,-155.8595162,19.9609699,3.809814081,0,9.459459459,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_KONA
6018,Shallow,HAW-01619,2013,8/8/2013,2.743066138,5.18134715,-155.8894908,19.9272578,3.962206644,0,0,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_KONA
5967,Deep,HAW-01625,2013,8/6/2013,19.20146297,23.77323987,-154.8548014,19.44420143,21.48735142,0,14.89361702,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5955,Deep,HAW-01631,2013,8/5/2013,NA,24.38281012,-155.0803804,19.8325335,24.38281012,0,0.342465753,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5956,Mid,HAW-01643,2013,8/5/2013,NA,13.41054557,-155.0538582,19.74481596,13.41054557,0,22.53521127,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5982,Mid,HAW-01648,2013,8/6/2013,13.71533069,15.23925632,-154.901467,19.408233,14.47729351,0.666666667,4.666666667,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
3124,Shallow,HAW-00167,2010,10/8/2010,6,6,-155.855388,20.26778779,6,0,4.545454545,0,3.198172089,1.500073321,1.068777622,0,0.484525023,0,1.500073321,Hawaii,HAW_HAMAKUA
5986,Deep,HAW-01677,2013,8/7/2013,19.81103322,23.16366961,-155.5083339,19.1187421,21.48735142,0,24.37275986,0.358422939,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_SE
5987,Mid,HAW-01693,2013,8/7/2013,12.19140506,14.62968607,-155.5532311,19.07674391,13.41054557,0,3.921568627,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_SE
3171,Mid,HAW-00173,2010,10/13/2010,10,12,-155.9098846,19.17447103,11,0,2.592592593,0,9.372642292,5.78540803,2.729570471,0,2.180973758,0,5.78540803,Hawaii,HAW_KONA
5988,Shallow,HAW-01733,2013,8/7/2013,5.790917403,6.09570253,-155.6135593,18.96680854,5.943309967,0,0,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_SE
5983,Mid,HAW-01743,2013,8/6/2013,13.10576044,15.23925632,-154.966183,19.3557,14.17250838,0,3.754266212,0.341296928,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5957,Shallow,HAW-01748,2013,8/5/2013,3.962206644,6.705272783,-155.0156763,19.7366633,5.333739714,0,20.92198582,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5968,Mid,HAW-01750,2013,8/6/2013,10.97226455,13.10576044,-154.8528663,19.4459773,12.0390125,0,29.37062937,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5969,Mid,HAW-01757,2013,8/6/2013,14.02011582,17.37275221,-154.9536881,19.36768128,15.69643402,1.063829787,1.418439716,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5981,Deep,HAW-01759,2013,8/6/2013,19.5062481,21.33495885,-154.814167,19.49005,20.42060348,0,14.67576792,2.730375427,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_PUNA
5989,Mid,HAW-01766,2013,8/7/2013,4.571776897,8.229198415,-155.6828787,18.92598792,6.400487656,0,3.103448276,0,NA,NA,NA,NA,NA,NA,NA,Hawaii,HAW_KONA
3139,Deep,HAW-00177,2010,10/10/2010,22,22,-154.971091,19.65415243,22,0,13.98601399,0.699300699,13.05083258,13.78699345,2.724934679,0,1.69209702,6.233780811,7.553212643,Hawaii,HAW_PUNA
3129,Mid,HAW-00178,2010,10/9/2010,13,14,-155.2322548,19.98708649,13.5,0,4.912280702,0,20.5409235,4.603835616,5.985302917,0.491539747,3.003008894,0,4.603835616,Hawaii,HAW_HAMAKUA
3153,Mid,HAW-00181,2010,10/11/2010,12,17,-155.7862736,18.99763014,14.5,0,19.25925926,0,12.97662232,3.818317696,2.773322828,0,1.27866602,0,3.818317696,Hawaii,HAW_KONA
3136,Mid,HAW-00190,2010,10/10/2010,11,12,-155.087413,19.75809826,11.5,0,13.5371179,0.873362445,0.527898944,0,0,0,0.527898944,0,0,Hawaii,HAW_PUNA
3133,Mid,HAW-00194,2010,10/9/2010,10,12,-155.2914663,20.02240791,11,0,2.397260274,0,8.376018734,3.693391437,0.853673267,0,1.025816336,0,3.693391437,Hawaii,HAW_HAMAKUA
3135,Shallow,HAW-00198,2010,10/9/2010,4,5,-155.3638895,20.05500748,4.5,0,13.45454545,0,8.560707136,4.913386055,2.886672817,0,2.623840794,0,4.913386055,Hawaii,HAW_HAMAKUA
3141,Mid,HAW-00203,2010,10/10/2010,13,13,-155.0356113,19.74035217,13,0,6.529209622,0.343642612,3.795643057,0.032045169,0,0,1.453482639,0,0.032045169,Hawaii,HAW_PUNA
3164,Shallow,HAW-00215,2010,10/12/2010,2,2,-155.825602,20.01060066,2,0,5.555555556,0,7.552066216,1.420600952,3.133492104,0.364218091,3.88626431,0,1.420600952,Hawaii,HAW_KONA
3179,Deep,HAW-00219,2010,10/14/2010,18,29,-154.8527585,19.44592735,23.5,0,29.06574394,0,6.597707359,3.417656725,1.70830929,0,0.325721618,0,2.894962101,Hawaii,HAW_PUNA
3178,Mid,HAW-00233,2010,10/14/2010,14,14,-154.9554415,19.3660173,14,0,6.849315068,0,9.871330804,6.740074006,0.474473212,0,0.576116616,0,6.740074006,Hawaii,HAW_PUNA
3147,Mid,HAW-00246,2010,10/11/2010,13,13,-155.8204122,19.01212153,13,0,13.10344828,0,13.42474156,4.720044481,4.275110489,0,1.065857987,0,4.720044481,Hawaii,HAW_KONA
3173,Shallow,HAW-00248,2010,10/13/2010,4,5,-155.8994194,19.25695055,4.5,0,9.407665505,0,17.21615148,0,5.252475754,0.093306816,0.90630483,0,0,Hawaii,HAW_KONA
3169,Deep,HAW-00265,2010,10/13/2010,20,27,-155.900432,19.24453033,23.5,0,2.777777778,0,5.874931862,5.539237468,3.299966442,0,0.261745085,0,5.539237468,Hawaii,HAW_KONA
3137,Deep,HAW-00272,2010,10/10/2010,21,21,-155.0273058,19.74435185,21,0,21.89781022,1.459854015,6.443730615,5.365422015,0,0,0.717323635,0,5.365422015,Hawaii,HAW_PUNA
3152,Deep,HAW-00290,2010,10/11/2010,19,29,-155.7417628,18.96924701,24,0,3.401360544,0,4.629390342,5.846318184,1.076946333,0,0.693830608,0,5.846318184,Hawaii,HAW_KONA
3184,Mid,HAW-00292,2010,10/14/2010,11,14,-154.9172909,19.39825846,12.5,0,13.73239437,2.112676056,17.20686656,0.069838629,1.618772029,0,1.47984188,0,0.069838629,Hawaii,HAW_PUNA
3167,Mid,HAW-00297,2010,10/13/2010,13,14,-155.9174,19.1370999,13.5,0,13.16725979,0.711743772,4.914019133,1.110174365,0.387903503,0,0.338929151,0,1.110174365,Hawaii,HAW_KONA
3138,Mid,HAW-00302,2010,10/10/2010,10,10,-155.0688391,19.74751619,10,0,14.28571429,0,17.50782549,0,0.444679287,0,1.361770936,0,0,Hawaii,HAW_PUNA
3132,Deep,HAW-00315,2010,10/9/2010,23,26,-155.226814,19.98493443,24.5,0,4.452054795,0.342465753,30.93685961,4.839186323,2.050680328,0,0.581882666,0,4.839186323,Hawaii,HAW_HAMAKUA
3134,Mid,HAW-00323,2010,10/9/2010,12,12,-155.3492215,20.04969385,12,0,6.164383562,0,3.725569964,0,0.784746235,0,0.79035683,0,0,Hawaii,HAW_HAMAKUA
3146,Shallow,HAW-00335,2010,10/11/2010,3,4,-155.7955527,19.00717646,3.5,0,3.125,0,15.18921711,0,4.906041937,0,1.902369942,0,0,Hawaii,HAW_KONA
3160,Shallow,HAW-00346,2010,10/12/2010,6,6,-155.8678176,20.08223919,6,0,18.05054152,0,9.106615536,0.486821573,0,0.13680667,1.092335611,0,0.486821573,Hawaii,HAW_KONA
3130,Mid,HAW-00354,2010,10/9/2010,15,17,-155.3185486,20.03393152,16,0,5.357142857,0,12.69539308,0.011112471,1.086830164,0,1.340271034,0,0.011112471,Hawaii,HAW_HAMAKUA
3142,Deep,HAW-00358,2010,10/10/2010,24,24,-155.0729444,19.75570179,24,0,12.76595745,3.546099291,4.074522947,0,0,0,0.033069243,0,0,Hawaii,HAW_PUNA
3159,Deep,HAW-00361,2010,10/12/2010,23,26,-155.8932205,20.12523802,24.5,0,2.76816609,0,4.750732979,1.637537773,1.175130649,0,0.383838311,0,1.637537773,Hawaii,HAW_KONA
5932,Deep,HAW-00395,2013,8/3/2013,24,27,-155.8038442,20.25749448,25.5,0,0.324675325,0,17.54788113,2.889187142,3.143278796,0,0.243289006,0,2.889187142,Hawaii,HAW_HAMAKUA
5929,Deep,HAW-00397,2013,8/3/2013,21.6,23.6,-155.7091345,20.19749522,22.6,0,0,0,12.05319923,7.363275023,0,0,0.45976026,0,7.363275023,Hawaii,HAW_HAMAKUA
5928,Deep,HAW-00398,2013,8/3/2013,22.7,25.8,-155.8421885,20.27029943,24.25,0,4.207119741,0,24.59485945,22.25970294,0,0,0.835833449,7.215024087,15.04467885,Hawaii,HAW_HAMAKUA
5924,Deep,HAW-00402,2013,8/3/2013,27.3,30,-155.7588726,20.24326519,28.65,0,0.660066007,0,17.68331763,14.77041183,0,0,0.396691507,0,14.77041183,Hawaii,HAW_HAMAKUA
5933,Mid,HAW-00407,2013,8/3/2013,13.6,15.5,-155.8473238,20.26759828,14.55,0,0.649350649,0,13.38544109,0,0,0,1.081189545,0,0,Hawaii,HAW_HAMAKUA
5923,Mid,HAW-00416,2013,8/3/2013,9.4,10.9,-155.7370606,20.22456148,10.15,0,3.548387097,0,8.539043224,0,0,0,4.205910419,0,0,Hawaii,HAW_HAMAKUA
3168,Mid,HAW-00428,2010,10/13/2010,11,12,-155.901572,19.21418038,11.5,0,5.964912281,0,4.899808662,0,0.964968297,0,0.721912307,0,0,Hawaii,HAW_KONA
3172,Shallow,HAW-00430,2010,10/13/2010,4,5,-155.8998144,19.2123574,4.5,0,22.6618705,0,7.165635926,0.83874394,0.767393906,0,1.485515171,0,0.83874394,Hawaii,HAW_KONA
5930,Mid,HAW-00431,2013,8/3/2013,10.7,13.5,-155.7117529,20.19613224,12.1,0,0.980392157,0,3.22122075,9.707538878,0,0,1.191381701,0,9.707538878,Hawaii,HAW_HAMAKUA
5927,Mid,HAW-00433,2013,8/3/2013,13.3,13.9,-155.8246959,20.26168551,13.6,0,0.630914826,0,13.55212846,1.778982116,2.302574166,0,1.18440888,0,1.778982116,Hawaii,HAW_HAMAKUA
3148,Shallow,HAW-00447,2010,10/11/2010,6,6,-155.8815182,19.03992992,6,0,4.964539007,0,19.63642339,1.066645735,2.479226101,0,1.275514183,0,1.066645735,Hawaii,HAW_KONA
5931,Mid,HAW-00448,2013,8/3/2013,11,13.9,-155.7924614,20.25059533,12.45,0,3.058103976,0,18.04760863,3.529642687,1.994154219,0,3.014625701,0,3.529642687,Hawaii,HAW_HAMAKUA
3183,Mid,HAW-00453,2010,10/14/2010,10,12,-154.895444,19.41163539,11,0,8.185053381,0,9.023485275,1.173044797,0.38873265,0,1.052627454,0,1.164851608,Hawaii,HAW_PUNA
3121,Deep,HAW-00457,2010,10/8/2010,16,29,-155.7091341,20.20014013,22.5,0,6.467661692,0,9.211293202,1.569472532,0.13083692,0,0.500542134,0,1.569472532,Hawaii,HAW_HAMAKUA
5934,Shallow,HAW-00460,2013,8/3/2013,5.5,6,-155.8899036,20.24361681,5.75,0,0,0,3.791804296,0,0,0,1.155994577,0,0,Hawaii,HAW_HAMAKUA
5926,Shallow,HAW-00468,2013,8/3/2013,4.2,5.8,-155.7970292,20.24934433,5,0,0.632911392,0,0.427295743,0,0.368529411,0,0.058766332,0,0,Hawaii,HAW_HAMAKUA
5925,Shallow,HAW-00469,2013,8/3/2013,5,5.2,-155.7739823,20.24433305,5.1,0,0.336700337,1.346801347,0.080411425,0,0,0,0.080411425,0,0,Hawaii,HAW_HAMAKUA
6003,Deep,HAW-00486,2013,8/8/2013,18.2,22.1,-155.8381286,19.98997229,20.15,0,2.135231317,0,8.739900041,2.428902876,0.071559225,0,0.992187722,0,2.428902876,Hawaii,HAW_KONA
5951,Shallow,HAW-00487,2013,8/4/2013,4,6.1,-155.9155067,19.15302216,5.05,0,5.637982196,0.296735905,20.18212586,1.644752099,4.900045456,0,5.280297018,0,0,Hawaii,HAW_KONA
6008,Deep,HAW-00488,2013,8/8/2013,16.5,23,-155.8532633,20.0630039,19.75,0,4.494382022,0,4.47684968,1.084791956,0,0,0.350063007,0,1.084791956,Hawaii,HAW_KONA
6011,Deep,HAW-00492,2013,8/8/2013,18.5,19,-155.8828862,19.939099,18.75,0,2.857142857,0,13.70467674,4.0003441,0.318567132,0,4.518158979,0,4.0003441,Hawaii,HAW_KONA
3154,Shallow,HAW-00503,2010,10/11/2010,4,4,-155.838986,19.01857392,4,0,2.090592334,0,0.062605266,0,0,0,0.062605266,0,0,Hawaii,HAW_KONA
5950,Mid,HAW-00506,2013,8/4/2013,17.6,18.2,-155.9190188,19.13674979,17.9,0,34.7266881,0,2.360321285,1.259019178,1.48551229,0,0.081149067,0,0.213629931,Hawaii,HAW_KONA
6007,Mid,HAW-00526,2013,8/8/2013,7.5,7.6,-155.9091576,19.89859303,7.55,0,1.857585139,0,3.189399404,0.658943769,0,0,2.119148839,0,0.658943769,Hawaii,HAW_KONA
3155,Deep,HAW-00531,2010,10/11/2010,20,28,-155.8746872,19.03261788,24,0,6.422018349,0,8.131087299,0,0.502340715,0,0.617264734,0,0,Hawaii,HAW_KONA
6002,Mid,HAW-00532,2013,8/8/2013,8,11.2,-155.836791,20.03786271,9.6,0,19.74110032,0,12.33722734,2.68981242,0.523347681,0,2.53784876,0,2.68981242,Hawaii,HAW_KONA
6013,Mid,HAW-00535,2013,8/8/2013,7.9,9.4,-155.916095,19.87847437,8.65,0,0.338983051,0,7.202610522,1.707898259,1.738444188,0,3.343471035,0,1.707898259,Hawaii,HAW_KONA
6009,Mid,HAW-00540,2013,8/8/2013,15.7,16.8,-155.8333024,20.0034452,16.25,0,0.701754386,0,5.180775268,2.092540114,0,0,1.247967603,0,2.092540114,Hawaii,HAW_KONA
6005,Mid,HAW-00549,2013,8/8/2013,6.7,6.9,-155.8931737,19.91792388,6.8,0,24.75570033,0,3.840448839,2.083191585,0.272601844,0,0.179581325,0,2.083191585,Hawaii,HAW_KONA
6010,Shallow,HAW-00582,2013,8/8/2013,1.2,4.3,-155.8339528,19.97723591,2.75,0,8.275862069,0,8.519464881,0,0,0,7.73676775,0,0,Hawaii,HAW_KONA
6006,Shallow,HAW-00583,2013,8/8/2013,2,2.4,-155.8969777,19.91123286,2.2,0,13.02931596,0,10.57790384,1.122703348,0.14468425,0,3.212492033,0,1.122703348,Hawaii,HAW_KONA
6004,Shallow,HAW-00591,2013,8/8/2013,1.5,1.7,-155.8714931,19.94641087,1.6,0,0.651465798,0,7.361383597,1.179902889,0.785021522,0,2.348639476,0,1.179902889,Hawaii,HAW_KONA
6012,Shallow,HAW-00617,2013,8/8/2013,3,6,-155.9063213,19.89316491,4.5,0,6.690140845,0,16.35962124,0.213629931,0.761078923,0,4.227801221,0,0.213629931,Hawaii,HAW_KONA
6014,Mid,HAW-00623,2013,8/8/2013,11,14,-155.9281347,19.86209798,12.5,0,40.76655052,0,6.596932094,0,0,0,0.431646671,0,0,Hawaii,HAW_KONA
5971,Deep,HAW-00625,2013,8/6/2013,18.3,25.5,-154.8574018,19.44146164,21.9,0,8.035714286,0,19.12229798,0.036319801,0.036319801,0,1.521266873,0,0,Hawaii,HAW_PUNA
5961,Deep,HAW-00629,2013,8/5/2013,22.3,23.9,-155.0255332,19.74557402,23.1,0,19.81132075,0,13.20749795,6.315519038,0.864545885,0,2.67697353,0,6.315519038,Hawaii,HAW_PUNA
5958,Deep,HAW-00631,2013,8/5/2013,22.3,24.5,-155.0803804,19.8325335,23.4,0,2.077151335,0,37.74271266,11.90749268,0,0,1.604038848,0,11.90749268,Hawaii,HAW_PUNA
5964,Deep,HAW-00632,2013,8/5/2013,22.5,23,-155.0468021,19.74418798,22.75,0,3.921568627,0,1.85962862,0,0.478985817,0,0.49007116,0,0,Hawaii,HAW_PUNA
5962,Mid,HAW-00640,2013,8/5/2013,10.9,12,-155.0579811,19.74691001,11.45,0,20.20905923,0,9.843098242,6.509877948,0,0,6.530317635,1.558445203,4.951432745,Hawaii,HAW_PUNA
5970,Mid,HAW-00642,2013,8/6/2013,13.4,15.2,-154.8347954,19.46009243,14.3,0,10.79365079,0.317460317,15.20482574,6.641661216,1.42759588,0,5.101918245,0,6.641661216,Hawaii,HAW_PUNA
5959,Mid,HAW-00643,2013,8/5/2013,10.7,11.9,-155.0538582,19.74481596,11.3,0,13.14102564,0,8.768628232,1.084791956,0,0,4.417934596,0,1.084791956,Hawaii,HAW_PUNA
5972,Mid,HAW-00648,2013,8/6/2013,9.4,13,-154.9009287,19.40856803,11.2,0,5.504587156,0,9.774615895,0,2.542785388,0,2.978734275,0,0,Hawaii,HAW_PUNA
5963,Mid,HAW-00649,2013,8/5/2013,12,12.7,-154.9748457,19.66451297,12.35,0,4.276315789,0,0.62737614,0,0,0,0.563634939,0,0,Hawaii,HAW_PUNA
5974,Shallow,HAW-00662,2013,8/6/2013,4.2,6.7,-154.9258347,19.39415543,5.45,0,16.50485437,0,12.99440171,0.3325399,0.431854426,0,11.7113566,0,0.3325399,Hawaii,HAW_PUNA
5978,Shallow,HAW-00663,2013,8/6/2013,5.5,6.2,-154.8839146,19.4231828,5.85,0,5.396825397,0,0.116691178,0,0,0,0.116691178,0,0,Hawaii,HAW_PUNA
5965,Shallow,HAW-00664,2013,8/5/2013,4,6.3,-155.0877632,19.77316163,5.15,0,21.52317881,0,4.339480671,0,0,0,4.339480671,0,0,Hawaii,HAW_PUNA
6000,Deep,HAW-00675,2013,8/7/2013,20,24.1,-155.6063743,18.9636033,22.05,0,16.96113074,0,6.409602207,0.157623877,0.217311976,0.547226681,0.962509734,0,0.157623877,Hawaii,HAW_SE
5990,Deep,HAW-00679,2013,8/7/2013,20.9,27,-155.5452286,19.08245567,23.95,0,8.333333333,0.641025641,3.50218505,0,0.311942013,0,0.289689625,0,0,Hawaii,HAW_SE
5993,Mid,HAW-00687,2013,8/7/2013,13.7,17.1,-155.5838151,19.00462098,15.4,0,9.584664537,0,16.0219297,3.261069717,2.066233898,0,1.831001738,0.901878011,2.359191706,Hawaii,HAW_SE
5991,Mid,HAW-00697,2013,8/7/2013,13,13.9,-155.5520371,19.04885941,13.45,0,3.583061889,0,11.95882397,0.85394913,0.585841387,0,2.335173024,0,0.85394913,Hawaii,HAW_SE
5998,Deep,HAW-00700,2013,8/7/2013,20.9,23.5,-155.5481138,19.08267595,22.2,0,0,0,4.54747045,2.02440011,0.261673841,0,0.480595277,0,2.02440011,Hawaii,HAW_SE
5996,Mid,HAW-00705,2013,8/7/2013,12,14,-155.5023977,19.13276888,13,0,1.683501684,0,45.8560846,8.824208745,1.843836652,0,1.227048858,0,8.824208745,Hawaii,HAW_SE
5997,Mid,HAW-00719,2013,8/7/2013,8,11,-155.5312334,19.10352711,9.5,0,4.810996564,0,34.16162356,0.536845995,2.02378948,0,2.627764081,0,0.536845995,Hawaii,HAW_SE
5999,Mid,HAW-00721,2013,8/7/2013,5.2,8.4,-155.5691274,19.02496713,6.8,0,28.5198556,0,22.27105734,1.2146491,1.168857672,0,8.641715642,0,1.2146491,Hawaii,HAW_SE
6001,Mid,HAW-00732,2013,8/7/2013,8.8,12.7,-155.684961,18.91922507,10.75,0,2.564102564,0,20.09834324,0.391560192,2.113535143,0,0.919108782,0,0.391560192,Hawaii,HAW_KONA
5994,Shallow,HAW-00733,2013,8/7/2013,4.2,4.3,-155.6137924,18.96727181,4.25,0,0.887573964,0,34.0543131,0,0,0,1.238440185,0,0,Hawaii,HAW_SE
5992,Mid,HAW-00735,2013,8/7/2013,10.7,15.2,-155.5566665,19.03911771,12.95,0,34.13897281,0,25.27611168,2.614738856,2.693952156,0,7.278701978,0,2.614738856,Hawaii,HAW_SE
5960,Shallow,HAW-00748,2013,8/5/2013,2.4,5.8,-155.0156763,19.7366633,4.1,0,17.39130435,0,9.344696103,1.043607403,0,0,8.663114337,0,1.043607403,Hawaii,HAW_PUNA
5976,Mid,HAW-00750,2013,8/6/2013,12.1,18,-154.8556298,19.4433614,15.05,0,14.7766323,0,23.58194574,6.35708329,1.099988814,0,4.794740439,0,6.35708329,Hawaii,HAW_PUNA
5977,Deep,HAW-00751,2013,8/6/2013,20.6,23.7,-154.8753698,19.42717879,22.15,0,2.302631579,0,10.02700841,0.046873177,1.217705187,0,0.312507769,0,0.046873177,Hawaii,HAW_PUNA
5973,Mid,HAW-00754,2013,8/6/2013,11.2,15.2,-154.935782,19.38144528,13.2,0,6.116207951,0,72.35873155,0,4.543345946,0,3.294377334,0,0,Hawaii,HAW_PUNA
5980,Mid,HAW-00755,2013,8/6/2013,10.3,12.3,-154.9464032,19.37339933,11.3,0,6.129032258,0,7.083571879,2.644230123,1.680405827,0.186613632,1.071434774,0,2.644230123,Hawaii,HAW_PUNA
5979,Mid,HAW-00757,2013,8/6/2013,10.9,12.5,-154.9548368,19.36723553,11.7,0,2.51572327,0,11.66924107,0,1.099988814,0,4.340211761,0,0,Hawaii,HAW_PUNA
5975,Deep,HAW-00759,2013,8/6/2013,23,24,-154.8146333,19.49032243,23.5,0,9.771986971,0,40.64036248,0.11013015,0.576538676,0,2.327007145,0,0.11013015,Hawaii,HAW_PUNA
5949,Deep,HAW-00765,2013,8/4/2013,23.8,28.8,-155.9201934,19.12053332,26.3,0,1.277955272,0,16.52029148,2.058435101,5.304424869,0,0.531958494,0,2.058435101,Hawaii,HAW_KONA
3162,Mid,HAW-00090,2010,10/12/2010,15,15,-155.8927204,19.9299064,15,0,14.18439716,0,8.49513502,1.634124139,0,0.874543385,0.100511276,0,1.634124139,Hawaii,HAW_KONA
3161,Shallow,HAW-00094,2010,10/12/2010,4,4,-155.8322626,19.97885806,4,0,22.22222222,0,10.58779587,0.976626748,1.674754415,0,6.861191339,0,0.976626748,Hawaii,HAW_KONA
3281,Deep,KAU-00118,2010,10/27/2010,23,23,-159.7002359,22.17425301,23,0,2.721088435,0.340136054,2.105117898,0,0.007364042,0,0.782302756,0,0,Kauai,KAU_NAPALI
6154,Deep,KAU-01217,2013,8/17/2013,21.33495885,23.77323987,-159.5715792,21.88728875,22.55409936,0,2.033898305,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_EAST
6074,Deep,KAU-01231,2013,8/13/2013,18.28710759,18.28710759,-159.3286937,21.99781495,18.28710759,0,1.346801347,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_EAST
6159,Deep,KAU-01238,2013,8/17/2013,21.94452911,22.55409936,-159.54254,21.88105,22.24931424,0,0.322580645,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_EAST
3320,Deep,KAU-00125,2010,10/31/2010,20,20,-159.2861299,22.11410992,20,0,10.9929078,11.70212766,0.001534713,0,0,0,0,0,0,Kauai,KAU_EAST
6155,Mid,KAU-01252,2013,8/17/2013,13.10576044,14.32490094,-159.5662502,21.88926604,13.71533069,0,4.166666667,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_EAST
6158,Mid,KAU-01263,2013,8/17/2013,15.23925632,16.45839683,-159.65221,21.91232,15.84882658,0,0,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_EAST
6157,Shallow,KAU-01291,2013,8/17/2013,5.18134715,5.790917403,-159.69987,21.9533,5.486132277,0,0.974025974,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_EAST
6156,Shallow,KAU-01293,2013,8/17/2013,2.133495885,3.047851265,-159.6764472,21.95339606,2.590673575,0,0,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_EAST
3325,Mid,KAU-00130,2010,10/31/2010,13,14,-159.2847423,22.13601225,13.5,0,8.865248227,0,30.77653277,2.326002431,2.297793177,0,2.01964828,0,2.326002431,Kauai,KAU_EAST
6116,Deep,KAU-01312,2013,8/15/2013,24.38281012,24.99238037,-159.7257812,22.16807337,24.68759525,0,0.344827586,0,NA,NA,NA,NA,NA,NA,NA,Kauai,KAU_NAPALI
